(title "VV Reynolds Stress")
(labels "Position" "VV Reynolds Stress")

((xy/key/label "line-1")
-0.208	5.79409
-0.207982	4.31802
-0.207963	2.61518
-0.207943	2.62187
-0.207922	2.96988
-0.2079	3.26209
-0.207877	3.41967
-0.207853	3.45093
-0.207827	3.3786
-0.2078	3.22519
-0.207772	3.01186
-0.207742	2.75932
-0.207711	2.48795
-0.207678	2.21706
-0.207644	1.96284
-0.207608	1.73685
-0.20757	1.5447
-0.207529	1.3865
-0.207487	1.25903
-0.207443	1.15751
-0.207396	1.0773
-0.207347	1.01453
-0.207296	0.966493
-0.207242	0.931628
-0.207185	0.909359
-0.207125	0.899876
-0.207062	0.904076
-0.206996	0.923479
-0.206926	0.960197
-0.206853	1.01693
-0.206776	1.09685
-0.206696	1.20348
-0.206611	1.34041
-0.206521	1.51085
-0.206427	1.71719
-0.206329	1.96019
-0.206225	2.23825
-0.206116	2.54669
-0.206001	2.87752
-0.20588	3.21929
-0.205754	3.55795
-0.20562	3.8777
-0.20548	4.1627
-0.205333	4.3985
-0.205178	4.57367
-0.205015	4.68082
-0.204844	4.71703
-0.204664	4.68388
-0.204474	4.58667
-0.204275	4.43343
-0.204066	4.23372
-0.203846	3.99746
-0.1655	5.12175e-05
-0.167592	5.05365e-05
-0.169582	4.68353e-05
-0.171475	4.29454e-05
-0.173276	4.07787e-05
-0.174988	4.02361e-05
-0.176617	4.0513e-05
-0.178167	4.09585e-05
-0.17964	4.11204e-05
-0.181042	4.11466e-05
-0.182376	4.11413e-05
-0.183644	4.09446e-05
-0.18485	4.06639e-05
-0.185998	4.03875e-05
-0.187089	4.01809e-05
-0.188127	4.00884e-05
-0.189115	4.01348e-05
-0.190054	4.03276e-05
-0.190947	4.06624e-05
-0.191797	4.11296e-05
-0.192605	4.17291e-05
-0.193374	4.26028e-05
-0.194105	4.60676e-05
-0.194801	8.95779e-05
-0.195463	0.000677026
-0.196092	0.00573301
-0.19669	0.0263821
-0.19726	0.0712643
-0.197801	0.13942
-0.198316	0.228242
-0.198806	0.337459
-0.199272	0.467892
-0.199716	0.620384
-0.200137	0.795411
-0.200538	0.992943
-0.20092	1.21228
-0.201283	1.452
-0.201628	1.70991
-0.201956	1.98322
-0.202268	2.26858
-0.202565	2.5624
-0.202848	2.86069
-0.203116	3.15899
-0.203372	3.45219
-0.203615	3.73411
-0.203846	3.99746
0	2.23088e-06
-0.00195	2.09999e-06
-0.0039	1.9731e-06
-0.00585	2.06846e-06
-0.0078	2.32399e-06
-0.00975	2.71505e-06
-0.0117	3.22696e-06
-0.01365	3.85707e-06
-0.0156	4.6044e-06
-0.01755	5.46299e-06
-0.0195	6.42633e-06
-0.02145	7.48684e-06
-0.0234	8.63553e-06
-0.02535	9.86201e-06
-0.0273	1.11549e-05
-0.02925	1.25024e-05
-0.0312	1.38924e-05
-0.03315	1.53131e-05
-0.0351	1.67529e-05
-0.03705	1.82012e-05
-0.039	1.96479e-05
-0.04095	2.10841e-05
-0.0429	2.25015e-05
-0.04485	2.3893e-05
-0.0468	2.52524e-05
-0.04875	2.65744e-05
-0.0507	2.78547e-05
-0.05265	2.90897e-05
-0.0546	3.02768e-05
-0.05655	3.14138e-05
-0.0585	3.24996e-05
-0.06045	3.35334e-05
-0.0624	3.4515e-05
-0.06435	3.54446e-05
-0.0663	3.63229e-05
-0.06825	3.71509e-05
-0.0702	3.79299e-05
-0.07215	3.86614e-05
-0.0741	3.9347e-05
-0.07605	3.99886e-05
-0.078	4.05881e-05
-0.07995	4.11475e-05
-0.0819	4.16687e-05
-0.08385	4.21537e-05
