"Heat Transfer Coefficient (W/m^2-K)","X (m)","Y (m)","Z (m)"
86.866249084472656,0.20799999999999999,0.029338506464500001,0
87.176246643066406,0.20799999999999999,0.028712649708500002,0
87.761253356933594,0.20799999999999999,0.02810502179,0
88.548751831054688,0.20799999999999999,0.027515091772000001,0
89.50250244140625,0.20799999999999999,0.026942344181999998,0
90.578750610351562,0.20799999999999999,0.0263862785605,0
91.748748779296875,0.20799999999999999,0.025846409025000003,0
92.987503051757812,0.20799999999999999,0.025322263845000002,0
94.276252746582031,0.20799999999999999,0.0248133850295,0
95.597503662109375,0.20799999999999999,0.024319327926999999,0
96.943748474121094,0.20799999999999999,0.023839660837000003,0
98.297500610351562,0.20799999999999999,0.023373964633,0
99.648750305175781,0.20799999999999999,0.022921832396499999,0
100.98500061035156,0.20799999999999999,0.022482869060000001,0
102.29250335693359,0.20799999999999999,0.0220566910635,0
103.56625366210938,0.20799999999999999,0.0216429260185,0
104.80124664306641,0.20799999999999999,0.021241212382,0
105.98374938964844,0.20799999999999999,0.020851199143000002,0
107.11125183105469,0.20799999999999999,0.020472545512999998,0
108.18125152587891,0.20799999999999999,0.020104920629,0
109.18624877929688,0.20799999999999999,0.019748003266,0
110.12000274658203,0.20799999999999999,0.019401481554999999,0
110.97624969482422,0.20799999999999999,0.019065052709,0
111.75749969482422,0.20799999999999999,0.018738422761,0
99.605003356933594,0.20799999999999999,0.00049673982546500001,0
112.46875,0.20799999999999999,0.0184213063075,0
103.06625366210938,0.20799999999999999,0.001466565199015,0
113.10749816894531,0.20799999999999999,0.018113426255499998,0
103.95625305175781,0.20799999999999999,0.0023902084118999998,0
113.67500305175781,0.20799999999999999,0.017814513583,0
104.38999938964844,0.20799999999999999,0.0032698686146499997,0
114.17500305175781,0.20799999999999999,0.017524307104999998,0
104.82125091552734,0.20799999999999999,0.0041076402362999996,0
114.60749816894531,0.20799999999999999,0.017242553242999999,0
105.37249755859375,0.20799999999999999,0.0049055179712000005,0
114.98000335693359,0.20799999999999999,0.016969005804000001,0
106.04250335693359,0.20799999999999999,0.0056654015282999997,0
115.29624938964844,0.20799999999999999,0.0167034257665,0
106.79000091552734,0.20799999999999999,0.0063891001540500002,0
115.55625152587891,0.20799999999999999,0.01644558107,0
107.58000183105469,0.20799999999999999,0.0070783369405000001,0
115.77124786376953,0.20799999999999999,0.016195246412500003,0
108.40875244140625,0.20799999999999999,0.0077347529276000004,0
115.94000244140625,0.20799999999999999,0.015952203056000001,0
109.23625183105469,0.20799999999999999,0.0083599110105499995,0
116.03375244140625,0.20799999999999999,0.015716238632499997,0
110.03749847412109,0.20799999999999999,0.0089552996610000012,0
116.19000244140625,0.20799999999999999,0.0154375,0
110.81500244140625,0.20799999999999999,0.0095223364709000006,0
116.16625213623047,0.20799999999999999,0.015112500000000001,0
111.57499694824219,0.20799999999999999,0.0100623715279,0
116.21250152587891,0.20799999999999999,0.0147875,0
112.29750061035156,0.20799999999999999,0.01057669063,0
116.14875030517578,0.20799999999999999,0.0144625,0
112.96749877929688,0.20799999999999999,0.0110665183465,0
116.03624725341797,0.20799999999999999,0.014137500000000001,0
113.57125091552734,0.20799999999999999,0.011533020933,0
115.86875152587891,0.20799999999999999,0.0138125,0
114.12249755859375,0.20799999999999999,0.0119773091105,0
115.65625,0.20799999999999999,0.013487499999999999,0
114.57375335693359,0.20799999999999999,0.012400440709,0
115.37124633789062,0.20799999999999999,0.013162500000000001,0
115.06625366210938,0.20799999999999999,0.012803423183499999,0
86.896247863769531,0.20799999999999999,0.029983138923499998,0
87.321250915527344,0.20799999999999999,0.030647110355999999,0
88.183746337890625,0.20799999999999999,0.031331000931000004,0
89.482498168945312,0.20799999999999999,0.032035408223499998,0
91.142501831054688,0.20799999999999999,0.032760947735000004,0
92.970001220703125,0.20799999999999999,0.033508253432,0
94.68499755859375,0.20799999999999999,0.034277978299999998,0
96.001251220703125,0.20799999999999999,0.0350707949135,0
96.736251831054688,0.20799999999999999,0.0358873960255,0
96.866249084472656,0.20799999999999999,0.036728495170999999,0
96.518753051757812,0.20799999999999999,0.037594827290999999,0
95.861251831054688,0.20799999999999999,0.038487149374499999,0
95.018753051757812,0.20799999999999999,0.0394062411205,0
94.06500244140625,0.20799999999999999,0.040352905618999999,0
93.03375244140625,0.20799999999999999,0.041327970052,0
91.928749084472656,0.20799999999999999,0.042332286417999999,0
90.743751525878906,0.20799999999999999,0.043366732275500003,0
89.46875,0.20799999999999999,0.044432211508499998,0
88.117500305175781,0.20799999999999999,0.045529655118500004,0
86.696250915527344,0.20799999999999999,0.046660022036999996,0
