"Heat Transfer Coefficient (W/m^2-K)","X (m)","Y (m)","Z (m)"
85.220001220703125,0.20799999999999999,0.047824299962499997,0
83.698753356933594,0.20799999999999999,0.049023506225999998,0
82.129997253417969,0.20799999999999999,0.050258688677499996,0
80.522499084472656,0.20799999999999999,0.051530926602499999,0
78.887496948242188,0.20799999999999999,0.052841331665499994,0
77.230003356933594,0.20799999999999999,0.054191048879999995,0
75.552497863769531,0.20799999999999999,0.055581257610999996,0
73.867500305175781,0.20799999999999999,0.0570131726045,0
72.183746337890625,0.20799999999999999,0.058488045047499999,0
70.511253356933594,0.20799999999999999,0.0600071636635,0
68.852500915527344,0.20799999999999999,0.061571855837999998,0
67.191253662109375,0.20799999999999999,0.063183488777999994,0
65.517501831054688,0.20799999999999999,0.064843470705999995,0
63.853748321533203,0.20799999999999999,0.066553252091999998,0
62.222499847412109,0.20799999999999999,0.068314326919499999,0
60.630001068115234,0.20799999999999999,0.070128233991500005,0
59.044998168945312,0.20799999999999999,0.071996558276000003,0
57.467498779296875,0.20799999999999999,0.073920932288999999,0
55.917499542236328,0.20799999999999999,0.075903037522499994,0
54.408748626708984,0.20799999999999999,0.077944605912999995,0
52.923751831054688,0.20799999999999999,0.080047421354999995,0
51.459999084472656,0.20799999999999999,0.082213321260499989,0
50.018749237060547,0.20799999999999999,0.084444198163499989,0
48.619998931884766,0.20799999999999999,0.086742001373000005,0
47.247501373291016,0.20799999999999999,0.089108738678499999,0
45.896251678466797,0.20799999999999999,0.091546478103500001,0
44.581249237060547,0.20799999999999999,0.09405734971150001,0
43.299999237060547,0.20799999999999999,0.096643547467500007,0
42.038749694824219,0.20799999999999999,0.0993073311555,0
40.811248779296875,0.20799999999999999,0.102051028355,0
39.616249084472656,0.20799999999999999,0.10487703647,0
38.446250915527344,0.20799999999999999,0.10778782483,0
37.310001373291016,0.20799999999999999,0.11078593684,0
36.202499389648438,0.20799999999999999,0.11387399221,0
35.121250152587891,0.20799999999999999,0.11705468924,0
34.066249847412109,0.20799999999999999,0.12033080718,0
33.037498474121094,0.20799999999999999,0.12370520866,0
32.042499542236328,0.20799999999999999,0.12718084218499998,0
31.072500228881836,0.20799999999999999,0.13076074471499999,0
30.129999160766602,0.20799999999999999,0.13444804431999999,0
29.213750839233398,0.20799999999999999,0.13824596291499999,0
28.323749542236328,0.20799999999999999,0.14215781907,0
27.457500457763672,0.20799999999999999,0.14618703091000002,0
26.613750457763672,0.20799999999999999,0.1503371191,0
25.796249389648438,0.20799999999999999,0.15461170993500001,0
25,0.20799999999999999,0.1590145385,0
24.228750228881836,0.20799999999999999,0.16354945191999998,0
23.482500076293945,0.20799999999999999,0.16822041273999999,0
22.752500534057617,0.20799999999999999,0.17303150238999998,0
22.042499542236328,0.20799999999999999,0.17798692473,0
21.338750839233398,0.20799999999999999,0.183091009735,0
20.657499313354492,0.20799999999999999,0.18834821729000001,0
20.004999160766602,0.20799999999999999,0.19376314107500001,0
19.420000076293945,0.20799999999999999,0.19934051257000002,0
18.583749771118164,0.20799999999999999,0.20508520521000001,0
