"Turbulent Kinetic Energy (J/kg)","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
7.2662620544433594,1.3835824760854307,0.20800000429153442,0.025999999999999999,0
3.5858898162841797,8.4339718825413641,0.20787000424861907,0.025999999999999999,0
3.7487435340881348,10.279692296128998,0.20774000420570374,0.025999999999999999,0
3.9853651523590088,10.741586546396469,0.20761000416278838,0.025999999999999999,0
4.3182215690612793,11.06576652666714,0.20748000411987305,0.025999999999999999,0
4.4715638160705566,11.156854064052942,0.20735000407695769,0.025999999999999999,0
4.6716303825378418,11.232891031777966,0.20722000403404237,0.025999999999999999,0
4.7793574333190918,11.249170661868176,0.20709000399112701,0.025999999999999999,0
4.862001895904541,11.239556781106012,0.20696000394821168,0.025999999999999999,0
4.9156017303466797,11.203474095859875,0.20683000390529632,0.025999999999999999,0
4.9303288459777832,11.174914624726226,0.20670000386238099,0.025999999999999999,0
4.933659553527832,11.094747217343569,0.20657000381946564,0.025999999999999999,0
4.9217300415039062,11.042037659977888,0.20644000377655031,0.025999999999999999,0
4.8704056739807129,10.907778707471307,0.20631000373363495,0.025999999999999999,0
4.8314929008483887,10.824418026289381,0.20618000369071959,0.025999999999999999,0
4.784454345703125,10.728786101715661,0.20605000364780426,0.025999999999999999,0
4.7301974296569824,10.619592890414028,0.20592000360488891,0.025999999999999999,0
4.6700024604797363,10.495362043921149,0.20579000356197358,0.025999999999999999,0
4.6054153442382812,10.354414695627634,0.20566000351905822,0.025999999999999999,0
4.5382227897644043,10.194853119883879,0.20553000347614289,0.025999999999999999,0
4.470339298248291,10.014545120087238,0.20540000343322753,0.025999999999999999,0
4.4035801887512207,9.8111377774607345,0.20527000339031221,0.025999999999999999,0
4.3392577171325684,9.5821067562696474,0.20514000334739685,0.025999999999999999,0
4.2780227661132812,9.3248664190101582,0.20501000330448152,0.025999999999999999,0
4.2780227661132812,9.3248664190101582,0.20488000326156616,0.025999999999999999,0
4.2191367149353027,9.0370079741263982,0.20475000321865083,0.025999999999999999,0
4.1600871086120605,8.716662274957736,0.20462000317573548,0.025999999999999999,0
4.1600871086120605,8.716662274957736,0.20449000313282012,0.025999999999999999,0
4.0963516235351562,8.3629582043356923,0.20436000308990479,0.025999999999999999,0
4.021613597869873,7.9764812444105839,0.20423000304698943,0.025999999999999999,0
4.021613597869873,7.9764812444105839,0.2041000030040741,0.025999999999999999,0
3.9286007881164551,7.5595872566842903,0.20397000296115875,0.025999999999999999,0
3.8104109764099121,7.116362702522296,0.20384000291824342,0.025999999999999999,0
3.8104109764099121,7.116362702522296,0.20371000287532806,0.025999999999999999,0
3.6621136665344238,6.652248452500543,0.20358000283241273,0.025999999999999999,0
3.6621136665344238,6.652248452500543,0.20345000278949738,0.025999999999999999,0
3.4811480045318604,6.1735006994971382,0.20332000274658205,0.025999999999999999,0
3.4811480045318604,6.1735006994971382,0.20319000270366669,0.025999999999999999,0
3.2678887844085693,5.6864625223727536,0.20306000266075133,0.025999999999999999,0
3.2678887844085693,5.6864625223727536,0.202930002617836,0.025999999999999999,0
3.0253312587738037,5.1970372430713363,0.20280000257492065,0.025999999999999999,0
3.0253312587738037,5.1970372430713363,0.20267000253200532,0.025999999999999999,0
2.7579967975616455,4.710464998546307,0.20254000248908996,0.025999999999999999,0
2.7579967975616455,4.710464998546307,0.20241000244617463,0.025999999999999999,0
2.7579967975616455,4.710464998546307,0.20228000240325927,0.025999999999999999,0
2.4710831642150879,4.2311950821134756,0.20215000236034394,0.025999999999999999,0
2.4710831642150879,4.2311950821134756,0.20202000231742859,0.025999999999999999,0
2.1700286865234375,3.7631625365239869,0.20189000227451326,0.025999999999999999,0
2.1700286865234375,3.7631625365239869,0.2017600022315979,0.025999999999999999,0
2.1700286865234375,3.7631625365239869,0.20163000218868257,0.025999999999999999,0
1.8605378866195679,3.3101711302565398,0.20150000214576722,0.025999999999999999,0
1.8605378866195679,3.3101711302565398,0.20137000210285186,0.025999999999999999,0
1.5493143796920776,2.8764081761827001,0.20124000205993653,0.025999999999999999,0
1.5493143796920776,2.8764081761827001,0.20111000201702117,0.025999999999999999,0
1.5493143796920776,2.8764081761827001,0.20098000197410584,0.025999999999999999,0
1.2445160150527954,2.4671909674686887,0.20085000193119049,0.025999999999999999,0
1.2445160150527954,2.4671909674686887,0.20072000188827516,0.025999999999999999,0
1.2445160150527954,2.4671909674686887,0.2005900018453598,0.025999999999999999,0
0.95690399408340454,2.0898820910787097,0.20046000180244447,0.025999999999999999,0
0.95690399408340454,2.0898820910787097,0.20033000175952911,0.025999999999999999,0
0.95690399408340454,2.0898820910787097,0.20020000171661378,0.025999999999999999,0
0.70041513442993164,1.7551868918696465,0.20007000167369843,0.025999999999999999,0
0.70041513442993164,1.7551868918696465,0.19994000163078307,0.025999999999999999,0
0.70041513442993164,1.7551868918696465,0.19981000158786774,0.025999999999999999,0
0.48997670412063599,1.4765237405392688,0.19968000154495238,0.025999999999999999,0
0.48997670412063599,1.4765237405392688,0.19955000150203706,0.025999999999999999,0
0.48997670412063599,1.4765237405392688,0.1994200014591217,0.025999999999999999,0
0.48997670412063599,1.4765237405392688,0.19929000141620637,0.025999999999999999,0
0.33518415689468384,1.2655791373394023,0.19916000137329101,0.025999999999999999,0
0.33518415689468384,1.2655791373394023,0.19903000133037568,0.025999999999999999,0
0.33518415689468384,1.2655791373394023,0.19890000128746033,0.025999999999999999,0
0.23371493816375732,1.1224787355193862,0.198770001244545,0.025999999999999999,0
0.23371493816375732,1.1224787355193862,0.19864000120162964,0.025999999999999999,0
