"Turbulent Kinetic Energy (J/kg)","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
1.0374468564987183,0.21509595361382677,0.20800000429153442,0.078,0
0.5486946702003479,2.2218469204034492,0.20787000424861907,0.078,0
0.62850940227508545,3.1963696085085589,0.20774000420570374,0.078,0
0.67906707525253296,3.5280589495708559,0.20761000416278838,0.078,0
0.75894486904144287,3.8014870487824672,0.20748000411987305,0.078,0
0.80273723602294922,3.8935376612962913,0.20735000407695769,0.078,0
0.87191587686538696,3.9961084464069696,0.20722000403404237,0.078,0
0.92014271020889282,4.0467861010104196,0.20709000399112701,0.078,0
0.97006851434707642,4.086242937911349,0.20696000394821168,0.078,0
1.0217869281768799,4.1159624355594797,0.20683000390529632,0.078,0
1.0483549833297729,4.1274557172138238,0.20670000386238099,0.078,0
1.1029797792434692,4.1440087932603014,0.20657000381946564,0.078,0
1.1310591697692871,4.149111967438583,0.20644000377655031,0.078,0
1.1887818574905396,4.1529171637996791,0.20631000373363495,0.078,0
1.2184220552444458,4.1515395106776332,0.20618000369071959,0.078,0
1.2485679388046265,4.1478921718769515,0.20605000364780426,0.078,0
1.2791986465454102,4.1418926123596806,0.20592000360488891,0.078,0
1.310282826423645,4.1334406429210633,0.20579000356197358,0.078,0
1.3417767286300659,4.1224217567799801,0.20566000351905822,0.078,0
1.3736221790313721,4.1087056978292891,0.20553000347614289,0.078,0
1.4057445526123047,4.0921474123063861,0.20540000343322753,0.078,0
1.4380499124526978,4.0725865701047761,0.20527000339031221,0.078,0
1.470422625541687,4.0498494726960574,0.20514000334739685,0.078,0
1.5027223825454712,4.0237476192664685,0.20501000330448152,0.078,0
1.5027223825454712,4.0237476192664685,0.20488000326156616,0.078,0
1.5347812175750732,3.9940796186554905,0.20475000321865083,0.078,0
1.5664006471633911,3.9606326524872237,0.20462000317573548,0.078,0
1.5664006471633911,3.9606326524872237,0.20449000313282012,0.078,0
1.5973477363586426,3.9231790083254423,0.20436000308990479,0.078,0
1.6273525953292847,3.8814853394141497,0.20423000304698943,0.078,0
1.6273525953292847,3.8814853394141497,0.2041000030040741,0.078,0
1.6561052799224854,3.8353021418376514,0.20397000296115875,0.078,0
1.683252215385437,3.7843765037846424,0.20384000291824342,0.078,0
1.683252215385437,3.7843765037846424,0.20371000287532806,0.078,0
1.7083947658538818,3.7284475356625464,0.20358000283241273,0.078,0
1.7083947658538818,3.7284475356625464,0.20345000278949738,0.078,0
1.7310867309570312,3.6672506402882523,0.20332000274658205,0.078,0
1.7310867309570312,3.6672506402882523,0.20319000270366669,0.078,0
1.7508335113525391,3.6005190185966307,0.20306000266075133,0.078,0
1.7508335113525391,3.6005190185966307,0.202930002617836,0.078,0
1.7670918703079224,3.5279813356092538,0.20280000257492065,0.078,0
1.7670918703079224,3.5279813356092538,0.20267000253200532,0.078,0
1.7792716026306152,3.4493851479690512,0.20254000248908996,0.078,0
1.7792716026306152,3.4493851479690512,0.20241000244617463,0.078,0
1.7792716026306152,3.4493851479690512,0.20228000240325927,0.078,0
1.7867398262023926,3.3644740734279943,0.20215000236034394,0.078,0
1.7867398262023926,3.3644740734279943,0.20202000231742859,0.078,0
1.7888247966766357,3.273008724540321,0.20189000227451326,0.078,0
1.7888247966766357,3.273008724540321,0.2017600022315979,0.078,0
1.7888247966766357,3.273008724540321,0.20163000218868257,0.078,0
1.784824013710022,3.174765584636829,0.20150000214576722,0.078,0
1.784824013710022,3.174765584636829,0.20137000210285186,0.078,0
1.7740143537521362,3.0695439034257208,0.20124000205993653,0.078,0
1.7740143537521362,3.0695439034257208,0.20111000201702117,0.078,0
1.7740143537521362,3.0695439034257208,0.20098000197410584,0.078,0
1.7556661367416382,2.9571709938376403,0.20085000193119049,0.078,0
1.7556661367416382,2.9571709938376403,0.20072000188827516,0.078,0
1.7556661367416382,2.9571709938376403,0.2005900018453598,0.078,0
1.729060173034668,2.837509744235204,0.20046000180244447,0.078,0
1.729060173034668,2.837509744235204,0.20033000175952911,0.078,0
1.729060173034668,2.837509744235204,0.20020000171661378,0.078,0
1.6935089826583862,2.7104666066210945,0.20007000167369843,0.078,0
1.6935089826583862,2.7104666066210945,0.19994000163078307,0.078,0
1.6935089826583862,2.7104666066210945,0.19981000158786774,0.078,0
1.6483759880065918,2.5759995842150802,0.19968000154495238,0.078,0
1.6483759880065918,2.5759995842150802,0.19955000150203706,0.078,0
1.6483759880065918,2.5759995842150802,0.1994200014591217,0.078,0
1.6483759880065918,2.5759995842150802,0.19929000141620637,0.078,0
1.5931239128112793,2.4341308891026405,0.19916000137329101,0.078,0
1.5931239128112793,2.4341308891026405,0.19903000133037568,0.078,0
1.5931239128112793,2.4341308891026405,0.19890000128746033,0.078,0
1.5272380113601685,2.2849546276044479,0.198770001244545,0.078,0
1.5272380113601685,2.2849546276044479,0.19864000120162964,0.078,0
1.5272380113601685,2.2849546276044479,0.19851000115871431,0.078,0
1.5272380113601685,2.2849546276044479,0.19838000111579895,0.078,0
1.4505530595779419,2.1286608280622392,0.1982500010728836,0.078,0
1.4505530595779419,2.1286608280622392,0.19812000102996827,0.078,0
1.4505530595779419,2.1286608280622392,0.19799000098705291,0.078,0
1.4505530595779419,2.1286608280622392,0.19786000094413758,0.078,0
1.3629957437515259,1.9655586550152173,0.19773000090122222,0.078,0
1.3629957437515259,1.9655586550152173,0.1976000008583069,0.078,0
1.3629957437515259,1.9655586550152173,0.19747000081539154,0.078,0
1.3629957437515259,1.9655586550152173,0.19734000077247621,0.078,0
