"Turbulent Kinetic Energy (J/kg)","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
1.7976931348623157e+308,1.0464212452907886,0.19890000128746033,0.078,0
1.7976931348623157e+308,0.87952306038553196,0.198770001244545,0.078,0
1.7976931348623157e+308,0.87952306038553196,0.19864000120162964,0.078,0
1.7976931348623157e+308,0.87952306038553196,0.19851000115871431,0.078,0
1.7976931348623157e+308,0.87952306038553196,0.19838000111579895,0.078,0
1.7976931348623157e+308,0.72777006255295784,0.1982500010728836,0.078,0
1.7976931348623157e+308,0.72777006255295784,0.19812000102996827,0.078,0
1.7976931348623157e+308,0.72777006255295784,0.19799000098705291,0.078,0
1.7976931348623157e+308,0.72777006255295784,0.19786000094413758,0.078,0
1.7976931348623157e+308,0.59527344263108861,0.19773000090122222,0.078,0
1.7976931348623157e+308,0.59527344263108861,0.1976000008583069,0.078,0
1.7976931348623157e+308,0.59527344263108861,0.19747000081539154,0.078,0
1.7976931348623157e+308,0.59527344263108861,0.19734000077247621,0.078,0
1.7976931348623157e+308,0.48758797461236703,0.19721000072956085,0.078,0
1.7976931348623157e+308,0.48758797461236703,0.19708000068664552,0.078,0
1.7976931348623157e+308,0.48758797461236703,0.19695000064373017,0.078,0
1.7976931348623157e+308,0.48758797461236703,0.19682000060081484,0.078,0
1.7976931348623157e+308,0.41143076633792663,0.19669000055789948,0.078,0
1.7976931348623157e+308,0.41143076633792663,0.19656000051498412,0.078,0
1.7976931348623157e+308,0.41143076633792663,0.19643000047206879,0.078,0
1.7976931348623157e+308,0.41143076633792663,0.19630000042915344,0.078,0
1.7976931348623157e+308,0.41143076633792663,0.19617000038623811,0.078,0
1.7976931348623157e+308,0.37182448999736795,0.19604000034332275,0.078,0
1.7976931348623157e+308,0.37182448999736795,0.19591000030040742,0.078,0
1.7976931348623157e+308,0.37182448999736795,0.19578000025749207,0.078,0
1.7976931348623157e+308,0.37182448999736795,0.19565000021457674,0.078,0
1.7976931348623157e+308,0.37182448999736795,0.19552000017166138,0.078,0
1.7976931348623157e+308,0.3663276905737945,0.19539000012874605,0.078,0
1.7976931348623157e+308,0.3663276905737945,0.19526000008583069,0.078,0
1.7976931348623157e+308,0.3663276905737945,0.19513000004291536,0.078,0
1.7976931348623157e+308,0.3663276905737945,0.19500000000000001,0.078,0
