(title "Velocity Magnitude")
(labels "Position" "Velocity Magnitude")

((xy/key/label "cf")
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
-0.208	0
)

((xy/key/label "line-3")
-0.1326	0.227355
-0.13455	0.232529
-0.1365	0.237797
-0.13845	0.243159
-0.1404	0.248616
-0.14235	0.254169
-0.1443	0.259822
-0.14625	0.265576
-0.1482	0.271431
-0.15015	0.277399
-0.1521	0.28345
-0.15405	0.289681
-0.156	0.295987
-0.158556	0.304416
-0.160987	0.312718
-0.1633	0.320733
-0.1655	0.328548
-0.167592	0.336164
-0.169582	0.34358
-0.171475	0.350804
-0.173276	0.35784
-0.174988	0.36469
-0.176617	0.371353
-0.178167	0.377831
-0.17964	0.384125
-0.181042	0.390235
-0.182376	0.396163
-0.183644	0.401911
-0.18485	0.407481
-0.185998	0.412875
-0.187089	0.418097
-0.188127	0.42315
-0.189115	0.428007
-0.190054	0.432692
-0.190947	0.43704
-0.191797	0.439496
-0.192605	0.437318
-0.193374	0.426839
-0.194105	0.405903
-0.194801	0.378249
-0.195463	0.355058
-0.196092	0.353755
-0.19669	0.391044
-0.19726	0.473019
-0.197801	0.594281
-0.198316	0.745664
-0.198806	0.919557
-0.199272	1.11065
-0.199716	1.31512
-0.200137	1.53006
-0.200538	1.75306
-0.20092	1.98196
-0.201283	2.21478
-0.201628	2.44965
-0.201956	2.68479
-0.202268	2.91849
-0.202565	3.14917
-0.202848	3.37533
-0.203116	3.59555
-0.203372	3.80855
-0.203615	4.01302
-0.203846	4.20776
-0.204066	4.39158
-0.204275	4.56331
-0.204474	4.72186
-0.204664	4.86628
-0.204844	4.99583
-0.205015	5.10998
-0.205178	5.20843
-0.205333	5.29086
-0.20548	5.35713
-0.20562	5.40735
-0.205754	5.44184
-0.20588	5.46124
-0.206001	5.46635
-0.206116	5.4582
-0.206225	5.43794
-0.206329	5.40684
-0.206427	5.36618
-0.206521	5.31724
-0.206611	5.26126
-0.206696	5.19936
-0.206776	5.13253
-0.206853	5.06163
-0.206926	4.98735
-0.206996	4.91025
-0.207062	4.83069
-0.207125	4.7489
-0.207185	4.66495
-0.207242	4.57883
-0.207296	4.49037
-0.207347	4.39932
-0.207396	4.30532
-0.207443	4.2079
-0.207487	4.10648
-0.207529	4.00047
-0.20757	3.88906
-0.207608	3.77136
-0.207644	3.64626
-0.207678	3.51256
-0.207711	3.36881
-0.207742	3.21305
-0.207772	3.04297
-0.2078	2.85574
-0.207827	2.64785
-0.207853	2.4149
-0.207877	2.15086
-0.2079	1.84965
-0.207922	1.50548
-0.207943	1.12159
-0.207963	0.726304
-0.207982	0.396492
-0.208	0
0	0
-0.00195	0.00160596
-0.0039	0.00315111
-0.00585	0.00540763
-0.0078	0.00815929
-0.00975	0.0112675
-0.0117	0.0146478
-0.01365	0.0182401
-0.0156	0.0219964
-0.01755	0.0258732
-0.0195	0.0298282
-0.02145	0.03382
-0.0234	0.0378089
-0.02535	0.0417565
-0.0273	0.0456284
-0.02925	0.049395
-0.0312	0.0530321
-0.03315	0.0565224
-0.0351	0.0598551
-0.03705	0.0630263
-0.039	0.06604
-0.04095	0.068906
-0.0429	0.0716377
-0.04485	0.0742519
-0.0468	0.0767677
-0.04875	0.0792052
-0.0507	0.0815845
-0.05265	0.0839251
-0.0546	0.0862451
-0.05655	0.088561
-0.0585	0.090887
-0.06045	0.0932357
-0.0624	0.0956174
-0.06435	0.0980406
-0.0663	0.100512
-0.06825	0.103038
-0.0702	0.105622
-0.07215	0.108267
-0.0741	0.110977
-0.07605	0.113753
-0.078	0.116596
-0.07995	0.11951
-0.0819	0.122494
-0.08385	0.12555
-0.0858	0.128679
-0.08775	0.131882
-0.0897	0.13516
-0.09165	0.138513
-0.0936	0.141941
-0.09555	0.145446
-0.0975	0.149028
-0.09945	0.152687
-0.1014	0.156423
-0.10335	0.160238
-0.1053	0.164132
-0.10725	0.168106
-0.1092	0.172159
-0.11115	0.176294
-0.1131	0.18051
-0.11505	0.184809
-0.117	0.189192
-0.11895	0.193658
-0.1209	0.198209
-0.12285	0.202847
-0.1248	0.20757
-0.12675	0.212382
-0.1287	0.217283
-0.13065	0.222273
-0.1326	0.227355
)
