"Turbulent Kinetic Energy (J/kg)","Velocity: Magnitude (m/s)","X (m)","Y (m)","Z (m)"
6.2621054649353027,1.1409593490151921,0.20800000429153442,0.025999999999999999,0
3.6858358383178711,8.1665018328972945,0.20787000424861907,0.025999999999999999,0
2.7845244407653809,11.700339652089855,0.20774000420570374,0.025999999999999999,0
1.9578689336776733,12.936400455502849,0.20761000416278838,0.025999999999999999,0
1.3716815710067749,13.653368982988233,0.20748000411987305,0.025999999999999999,0
1.2601954936981201,13.802281688959935,0.20735000407695769,0.025999999999999999,0
1.1946265697479248,13.917488035638172,0.20722000403404237,0.025999999999999999,0
1.2318346500396729,13.931302624656364,0.20709000399112701,0.025999999999999999,0
1.3766297101974487,13.89407263099932,0.20696000394821168,0.025999999999999999,0
1.6697572469711304,13.779431796891542,0.20683000390529632,0.025999999999999999,0
1.8816213607788086,13.684202446272876,0.20670000386238099,0.025999999999999999,0
2.4324870109558105,13.402544790371778,0.20657000381946564,0.025999999999999999,0
2.7613224983215332,13.212633478138212,0.20644000377655031,0.025999999999999999,0
3.4840178489685059,12.725301152548077,0.20631000373363495,0.025999999999999999,0
3.8560502529144287,12.423769003975174,0.20618000369071959,0.025999999999999999,0
4.2190585136413574,12.082084342591344,0.20605000364780426,0.025999999999999999,0
4.560706615447998,11.700927776586568,0.20592000360488891,0.025999999999999999,0
4.8692135810852051,11.282928072503992,0.20579000356197358,0.025999999999999999,0
5.1332879066467285,10.832700382137372,0.20566000351905822,0.025999999999999999,0
5.343681812286377,10.356526410388309,0.20553000347614289,0.025999999999999999,0
5.4937849044799805,9.8618278704271791,0.20540000343322753,0.025999999999999999,0
5.5801348686218262,9.3565908954989503,0.20527000339031221,0.025999999999999999,0
5.6025619506835938,8.8489367056390815,0.20514000334739685,0.025999999999999999,0
5.5642986297607422,8.3450002455642451,0.20501000330448152,0.025999999999999999,0
5.5642986297607422,8.3450002455642451,0.20488000326156616,0.025999999999999999,0
5.4705557823181152,7.8473592741753775,0.20475000321865083,0.025999999999999999,0
5.3276443481445312,7.3565185907994808,0.20462000317573548,0.025999999999999999,0
5.3276443481445312,7.3565185907994808,0.20449000313282012,0.025999999999999999,0
5.142146110534668,6.8725039000784474,0.20436000308990479,0.025999999999999999,0
4.9204864501953125,6.3953812856947714,0.20423000304698943,0.025999999999999999,0
4.9204864501953125,6.3953812856947714,0.2041000030040741,0.025999999999999999,0
4.6693978309631348,5.9253387630438548,0.20397000296115875,0.025999999999999999,0
4.3954992294311523,5.4626088276706399,0.20384000291824342,0.025999999999999999,0
4.3954992294311523,5.4626088276706399,0.20371000287532806,0.025999999999999999,0
4.1048526763916016,5.0075707586554596,0.20358000283241273,0.025999999999999999,0
4.1048526763916016,5.0075707586554596,0.20345000278949738,0.025999999999999999,0
3.8033292293548584,4.560832532882408,0.20332000274658205,0.025999999999999999,0
3.8033292293548584,4.560832532882408,0.20319000270366669,0.025999999999999999,0
3.496342658996582,4.1233974625285148,0.20306000266075133,0.025999999999999999,0
3.496342658996582,4.1233974625285148,0.202930002617836,0.025999999999999999,0
3.1886701583862305,3.6968435417137475,0.20280000257492065,0.025999999999999999,0
3.1886701583862305,3.6968435417137475,0.20267000253200532,0.025999999999999999,0
2.8844571113586426,3.2834783562513317,0.20254000248908996,0.025999999999999999,0
2.8844571113586426,3.2834783562513317,0.20241000244617463,0.025999999999999999,0
2.8844571113586426,3.2834783562513317,0.20228000240325927,0.025999999999999999,0
2.5872132778167725,2.8863992646885941,0.20215000236034394,0.025999999999999999,0
2.5872132778167725,2.8863992646885941,0.20202000231742859,0.025999999999999999,0
2.2996997833251953,2.5094111231770624,0.20189000227451326,0.025999999999999999,0
2.2996997833251953,2.5094111231770624,0.2017600022315979,0.025999999999999999,0
2.2996997833251953,2.5094111231770624,0.20163000218868257,0.025999999999999999,0
2.0241189002990723,2.1567362595739326,0.20150000214576722,0.025999999999999999,0
2.0241189002990723,2.1567362595739326,0.20137000210285186,0.025999999999999999,0
1.7623319625854492,1.8324797392702161,0.20124000205993653,0.025999999999999999,0
1.7623319625854492,1.8324797392702161,0.20111000201702117,0.025999999999999999,0
1.7623319625854492,1.8324797392702161,0.20098000197410584,0.025999999999999999,0
1.5155408382415771,1.5399639285345039,0.20085000193119049,0.025999999999999999,0
1.5155408382415771,1.5399639285345039,0.20072000188827516,0.025999999999999999,0
1.5155408382415771,1.5399639285345039,0.2005900018453598,0.025999999999999999,0
1.2847275733947754,1.2810769592002629,0.20046000180244447,0.025999999999999999,0
1.2847275733947754,1.2810769592002629,0.20033000175952911,0.025999999999999999,0
1.2847275733947754,1.2810769592002629,0.20020000171661378,0.025999999999999999,0
1.0704636573791504,1.0556151388226018,0.20007000167369843,0.025999999999999999,0
1.0704636573791504,1.0556151388226018,0.19994000163078307,0.025999999999999999,0
1.0704636573791504,1.0556151388226018,0.19981000158786774,0.025999999999999999,0
0.87214195728302002,0.86207755165864619,0.19968000154495238,0.025999999999999999,0
0.87214195728302002,0.86207755165864619,0.19955000150203706,0.025999999999999999,0
0.87214195728302002,0.86207755165864619,0.1994200014591217,0.025999999999999999,0
0.87214195728302002,0.86207755165864619,0.19929000141620637,0.025999999999999999,0
0.68921267986297607,0.69822175469355663,0.19916000137329101,0.025999999999999999,0
0.68921267986297607,0.69822175469355663,0.19903000133037568,0.025999999999999999,0
0.68921267986297607,0.69822175469355663,0.19890000128746033,0.025999999999999999,0
0.5209200382232666,0.56209962430560623,0.198770001244545,0.025999999999999999,0
