"Heat Transfer Coefficient (W/m^2-K)","X (m)","Y (m)","Z (m)"
137.80125427246094,0.20799999999999999,0.028712649708500002,0
138.59249877929688,0.20799999999999999,0.02810502179,0
139.33375549316406,0.20799999999999999,0.027515091772000001,0
140.05375671386719,0.20799999999999999,0.026942344181999998,0
140.76750183105469,0.20799999999999999,0.0263862785605,0
141.47500610351562,0.20799999999999999,0.025846409025000003,0
142.17875671386719,0.20799999999999999,0.025322263845000002,0
142.88125610351562,0.20799999999999999,0.0248133850295,0
143.57749938964844,0.20799999999999999,0.024319327926999999,0
144.26625061035156,0.20799999999999999,0.023839660837000003,0
144.94999694824219,0.20799999999999999,0.023373964633,0
145.62625122070312,0.20799999999999999,0.022921832396499999,0
146.29374694824219,0.20799999999999999,0.022482869060000001,0
146.95249938964844,0.20799999999999999,0.0220566910635,0
147.60249328613281,0.20799999999999999,0.0216429260185,0
148.24125671386719,0.20799999999999999,0.021241212382,0
148.86125183105469,0.20799999999999999,0.020851199143000002,0
149.45249938964844,0.20799999999999999,0.020472545512999998,0
150.01875305175781,0.20799999999999999,0.020104920629,0
150.56500244140625,0.20799999999999999,0.019748003266,0
151.0887451171875,0.20799999999999999,0.019401481554999999,0
151.5887451171875,0.20799999999999999,0.019065052709,0
152.05999755859375,0.20799999999999999,0.018738422761,0
152.50125122070312,0.20799999999999999,0.0184213063075,0
152.91250610351562,0.20799999999999999,0.018113426255499998,0
153.29124450683594,0.20799999999999999,0.017814513583,0
153.63250732421875,0.20799999999999999,0.017524307104999998,0
153.94000244140625,0.20799999999999999,0.017242553242999999,0
154.21499633789062,0.20799999999999999,0.016969005804000001,0
154.45124816894531,0.20799999999999999,0.0167034257665,0
154.65249633789062,0.20799999999999999,0.01644558107,0
154.81875610351562,0.20799999999999999,0.016195246412500003,0
154.94624328613281,0.20799999999999999,0.015952203056000001,0
155.02250671386719,0.20799999999999999,0.015716238632499997,0
155.13125610351562,0.20799999999999999,0.0154375,0
155.13999938964844,0.20799999999999999,0.015112500000000001,0
155.22125244140625,0.20799999999999999,0.0147875,0
155.20625305175781,0.20799999999999999,0.0144625,0
155.1824951171875,0.20799999999999999,0.014137500000000001,0
155.11125183105469,0.20799999999999999,0.0138125,0
154.97749328613281,0.20799999999999999,0.013487499999999999,0
154.75874328613281,0.20799999999999999,0.013162500000000001,0
154.50999450683594,0.20799999999999999,0.012803423183499999,0
154.14750671386719,0.20799999999999999,0.012400440709,0
153.85874938964844,0.20799999999999999,0.0119773091105,0
153.42750549316406,0.20799999999999999,0.011533020933,0
152.98875427246094,0.20799999999999999,0.0110665183465,0
152.54875183105469,0.20799999999999999,0.01057669063,0
152.11625671386719,0.20799999999999999,0.0100623715279,0
151.68875122070312,0.20799999999999999,0.0095223364709000006,0
151.28750610351562,0.20799999999999999,0.0089552996610000012,0
150.98625183105469,0.20799999999999999,0.0083599110105499995,0
150.84750366210938,0.20799999999999999,0.0077347529276000004,0
150.8800048828125,0.20799999999999999,0.0070783369405000001,0
151.13624572753906,0.20799999999999999,0.0063891001540500002,0
151.75750732421875,0.20799999999999999,0.0056654015282999997,0
152.83125305175781,0.20799999999999999,0.0049055179712000005,0
154.42999267578125,0.20799999999999999,0.0041076402362999996,0
156.8074951171875,0.20799999999999999,0.0032698686146499997,0
159.69874572753906,0.20799999999999999,0.0023902084118999998,0
163.20375061035156,0.20799999999999999,0.001466565199015,0
167.75874328613281,0.20799999999999999,0.00049673982546500001,0
136.93624877929688,0.20799999999999999,0.029338506464500001,0
135.96000671386719,0.20799999999999999,0.029983138923499998,0
134.83250427246094,0.20799999999999999,0.030647110355999999,0
133.52499389648438,0.20799999999999999,0.031331000931000004,0
132.02499389648438,0.20799999999999999,0.032035408223499998,0
130.33375549316406,0.20799999999999999,0.032760947735000004,0
128.50125122070312,0.20799999999999999,0.033508253432,0
126.63124847412109,0.20799999999999999,0.034277978299999998,0
124.90249633789062,0.20799999999999999,0.0350707949135,0
123.53749847412109,0.20799999999999999,0.0358873960255,0
122.84750366210938,0.20799999999999999,0.036728495170999999,0
123.17749786376953,0.20799999999999999,0.037594827290999999,0
124.80874633789062,0.20799999999999999,0.038487149374499999,0
127.90000152587891,0.20799999999999999,0.0394062411205,0
132.42750549316406,0.20799999999999999,0.040352905618999999,0
138.0625,0.20799999999999999,0.041327970052,0
144.11749267578125,0.20799999999999999,0.042332286417999999,0
149.75250244140625,0.20799999999999999,0.043366732275500003,0
154.30375671386719,0.20799999999999999,0.044432211508499998,0
157.50999450683594,0.20799999999999999,0.045529655118500004,0
159.38250732421875,0.20799999999999999,0.046660022036999996,0
160.05125427246094,0.20799999999999999,0.047824299962499997,0
159.6824951171875,0.20799999999999999,0.049023506225999998,0
158.4737548828125,0.20799999999999999,0.050258688677499996,0
156.58000183105469,0.20799999999999999,0.051530926602499999,0
154.13374328613281,0.20799999999999999,0.052841331665499994,0
151.26124572753906,0.20799999999999999,0.054191048879999995,0
148.06500244140625,0.20799999999999999,0.055581257610999996,0
144.62875366210938,0.20799999999999999,0.0570131726045,0
141.02000427246094,0.20799999999999999,0.058488045047499999,0
137.29875183105469,0.20799999999999999,0.0600071636635,0
133.50999450683594,0.20799999999999999,0.061571855837999998,0
129.69874572753906,0.20799999999999999,0.063183488777999994,0
125.88749694824219,0.20799999999999999,0.064843470705999995,0
122.10624694824219,0.20799999999999999,0.066553252091999998,0
118.37124633789062,0.20799999999999999,0.068314326919499999,0
114.70124816894531,0.20799999999999999,0.070128233991500005,0
111.10749816894531,0.20799999999999999,0.071996558276000003,0
